question,answers,context
"Jak nazywa się kwartet złożony z wiolonczeli, altówki i dwóch skrzypiec?",['kwartet smyczkowy'],"Kontekst: W muzyce klasycznej istnieje popularny typ zespołu kameralnego, zwany kwartetem smyczkowym, który składa się z czterech instrumentów smyczkowych: dwóch skrzypiec, altówki oraz wiolonczeli. Jest to standardowy skład kwartetu smyczkowego, często wykonywany przez muzyków na scenach koncertowych na całym świecie.

Pytanie: Jak nazywa się kwartet złożony z wiolonczeli, altówki i dwóch skrzypiec?"
Z którego kraju pochodzi ser parmezan?,['z Włoch'],"Kontekst: Parmezan to twardy, dojrzały ser, który jest znany na całym świecie i często używany jako dodatek do makaronów, sałatek i innych potraw kuchni śródziemnomorskiej. Nazwa „parmezan” pochodzi od regionu w północnych Włoszech, znanego jako Parma, gdzie ten ser jest tradycyjnie produkowany według ścisłych norm i metod."
Na którym oceanie leży wyspa Mauritius?,['na Oceanie Indyjskim'],"Kontekst: Mauritius to tropikalna wyspa położona na Oceanie Indyjskim, znana z pięknych plaż, raf koralowych oraz bogatej fauny i flory. Jest popularnym kierunkiem turystycznym ze względu na swoje unikalne położenie geograficzne na Oceanie Indyjskim."
Czy aksjomat wymaga dowodu?,['nie'],"Kontekst: W matematyce aksjomat to podstawowe założenie przyjmowane bez dowodu, które stanowi fundament dla budowy danej teorii. Na ich podstawie formułuje się twierdzenia, które następnie są dowodzone w ramach danej teorii.

Pytanie: Czy aksjomat wymaga dowodu?"
"Jak nazywa się dramat, w którym jedną z postaci jest Brabancjo?",['Otello'],"Kontekst: Brabancjo to postać pojawiająca się w słynnym dramacie renesansowym napisanym przez Jana Kochanowskiego. Utwór ten jest komedią opowiadającą o perypetiach grupy młodych ludzi i zawiera elementy satyry społeczne dotyczące ówczesnych obyczajów.  

Pytanie: Jak nazywa się dramat, w którym jedną z postaci jest Brabancjo?"
"Ile podróży odbył Guliwer, bohater powieści Jonathana Swifta?","['cztery', '4']","Kontekst: Guliwer to iroski lekarz i kapitan, bohater satyrycznej powieści Jonathana Swifta pt. „Podróże Guliwera”. W książce opisane są cztery główne podróże Guliwera do fantastycznych krain: do Liliputu, Brobdingnagu, Laputy i krainy Houyhnhnmów."
Kto jest autorem „Romantyczności” – manifestu romantyzmu w Polsce?,['Adam Mickiewicz'],"Kontekst: „Romantyczność” to dramat napisany w okresie rozkwitu romantyzmu w Polsce, będący manifestem tego nurtu literackiego i artystycznego. Utwór ten powstał w XIX wieku i jest jednym z najważniejszych dzieł romantyzmu polskiego. Jego autorem jest wybitny poeta i dramaturg, który odegrał kluczową rolę w kształtowaniu polskiej literatury romantycznej. 

Pytanie: Kto jest autorem „Romantyczności” – manifestu romantyzmu w Polsce?"
Czy pergamin wykonywano ze skór zwierzęcych czy z roślin?,['ze skór zwierzęcych'],"Kontekst: Pergamin to materiał pisarski używany w średniowieczu i wcześniej, który powstawał poprzez specjalne przygotowanie i wyprawę skór zwierzęcych, najczęściej owczych, bydlęcych lub kozich. Nie był to materiał pozyskiwany z roślin, jak papier, lecz z odpowiednio oczyszczonych i wygładzonych skór, które zapewniały trwałą powierzchnię do pisania."
"Jak nazywa się aktor, odtwórca roli Bonda w trzech ostatnich filmach?",['Daniel Craig'],"Kontekst: James Bond to słynna postać filmowa, której rolę wcieliło się wielu aktorów na przestrzeni lat. W ostatnich trzech filmach z serii o agencie 007 rolę tę grał ten sam aktor. Filmy te to „Skyfall” (2012), „Spectre” (2015) oraz „Nie czas umierać” (2021). W tych produkcjach Jamesa Bonda gra Daniel Craig."
Jakie zwierzęta ocaliły Rzym podczas najazdu galijskiego w 390 r. p.n.e.?,['gęsi'],"Kontekst: Podczas najazdu Galów na Rzym w 390 r. p.n.e., mity i legendy opowiadają o niezwykłym wydarzeniu związanym z kapłankami i zwierzętami, które pomogły mieszkańcom miasta obronić się przed najeźdźcami. Według legendy, ważną rolę odegrały pewne zwierzęta, które swoim zachowaniem ostrzegły Rzymian przed nadchodzącym zagrożeniem. 

Dzięki temu kontekstowi, pytanie: „Jakie zwierzęta ocaliły Rzym podczas najazdu galijskiego w 390 r. p.n.e.?” staje się oczywiste."
Kto jest autorem noweli „Nasza szkapa”?,['Maria Konopnicka'],"Kontekst: „Nasza szkapa” to znana nowela polskiej literatury, często omawiana na lekcjach języka polskiego w szkołach. Utwór ten przedstawia życie chłopów i ich trudności, a jego autorem jest wybitny pisarz okresu pozytywizmu."
"Jak nazywa się niewielka, dzika owca?",['muflon'],"Kontekst: Wśród dzikich zwierząt występują różne gatunki dzikich owiec, które różnią się rozmiarami i środowiskiem życia. Jednym z najmniejszych przedstawicieli dzikich owiec jest gatunek charakteryzujący się niewielkimi rozmiarami i żyjący przede wszystkim w górzystych regionach Azji Środkowej. Jego nazwa jest często używana w literaturze fachowej dotyczącej fauny stepów i gór.  

Pytanie: Jak nazywa się niewielka, dzika owca?"
W co zmienia się bohater opowiadania Franza Kafki pt. „Przemiana”?,"['w robaka', 'w żuka']","Kontekst: W opowiadaniu Franza Kafki „Przemiana” główny bohater, Gregor Samsa, pewnego dnia budzi się i odkrywa, że zmienił się w ogromnego owada. Cała historia skupia się na jego zmaganiach z nową formą fizyczną oraz reakcjach najbliższych i otoczenia na tę niezwykłą przemianę.

Pytanie: W co zmienia się bohater opowiadania Franza Kafki pt. „Przemiana”?"
Ile waży dysk dla mężczyzn w konkurencji lekkoatletycznej?,['2 kg'],"Kontekst: W lekkoatletyce konkurencja rzutu dyskiem polega na rzucaniu metalowym dyskiem o określonej wadze i rozmiarze. W przypadku mężczyzn, stosowany dysk ma precyzyjnie ustaloną masę zgodnie z regulaminem."
W którym państwie biją źródła Dunaju?,['w Niemczech'],"Kontekst: Dunaj jest jedną z najdłuższych rzek w Europie, która przepływa przez wiele krajów, takich jak Niemcy, Austria, Węgry czy Rumunia. Jednak jego źródła znajdują się w jednym konkretnym państwie, położonym w Europie Środkowej, znanym z pięknych gór i licznych jaskiń. Państwo to to Szwajcaria."
Z ilu krzyży składa się pomnik stoczniowców poległych w 1970 roku?,"['z trzech', '3']","Kontekst: W Gdańsku znajduje się pomnik upamiętniający stoczniowców poległych podczas wydarzeń Grudnia 1970. Pomnik ten składa się z kilku dużych stalowych krzyży, które symbolizują ofiary tamtych tragicznych protestów robotniczych. Liczba krzyży w pomniku jest stałym, dobrze znanym elementem jego konstrukcji."
W której dziedzinie w 1919 roku Woodrow Wilson otrzymał nagrodę Nobla?,['pokojową'],Kontekst: Woodrow Wilson był prezydentem Stanów Zjednoczonych w czasie I wojny światowej i odegrał kluczową rolę w wysiłkach na rzecz zakończenia konfliktu oraz stworzenia międzynarodowej organizacji mającej na celu utrzymanie pokoju na świecie. W 1919 roku otrzymał nagrodę Nobla za swoje działania na rzecz pokoju i zainicjowanie Ligi Narodów.
Jak nazywa się ustawa zasadnicza ustalająca podstawy ustroju?,['konstytucja'],"Kontekst: W Polsce najważniejszym aktem prawnym, który określa podstawy organizacji państwa, prawa i obowiązki obywateli, a także zasady funkcjonowania władz publicznych, jest dokument zwany konstytucją. Ten akt prawny stanowi podstawę prawną całego systemu prawnego w kraju i jest najwyższym prawem Rzeczypospolitej Polskiej."
"W którym mieście odbyły się igrzyska olimpijskie w 1924 r., na których oficjalnie zadebiutowała polska ekipa?",['w Paryżu'],"Kontekst: Polska pierwszy raz wystawiła swoją reprezentację na igrzyskach olimpijskich w 1924 roku. Te igrzyska odbyły się w europejskim mieście, które znane jest z organizacji nowoczesnych wydarzeń sportowych, a także z charakterystycznej wieży Eiffla. Miasto to leży nad rzeką Sekwaną i jest stolicą kraju, który był gospodarzem tych letnich igrzysk.

Pytanie: W którym mieście odbyły się igrzyska olimpijskie w 1924 r., na których oficjalnie zadebiutowała polska ekipa?"
W którym wieku powstały statuty Kazimierza Wielkiego?,"['w XIV', '14']","Kontekst: Kazimierz Wielki był królem Polski w XIV wieku, a jego panowanie przypadało na lata 1333-1370. W tym czasie podjął wiele reform, w tym stworzenie statutu miejskiego i innych praw, które miały uporządkować prawo w kraju. Statuty Kazimierza Wielkiego zostały więc opracowane właśnie w XIV wieku."
Od którego wieku zaczęto używać oficjalnej nazwy Imperium Rosyjskie?,"['w XVIII', '18']","Kontekst: Imperium Rosyjskie, które powstało z państwa carów moskiewskich i rozrosło się na ogromne terytoria Eurazji, zaczęło funkcjonować pod oficjalną nazwą ""Imperium Rosyjskie"" po koronacji Piotra I Wielkiego na cara, która miała miejsce na początku XVIII wieku. To właśnie w tym okresie, na przełomie XVII i XVIII wieku, państwo zmieniło swoją formę i nazwę, aby podkreślić swoje nowe znaczenie jako wielkie imperium europejskie.

Pytanie: Od którego wieku zaczęto używać oficjalnej nazwy Imperium Rosyjskie?"
Jak w średniowieczu mówiono na studentów lub uczniów szkół katedralnych?,['żak'],"Kontekst: W średniowieczu szkoły katedralne były ważnymi ośrodkami edukacji, gdzie kształcili się młodzi ludzie przygotowujący się do kariery duchownej lub naukowej. Studenci uczęszczający do tych szkół często nosili specyficzne określenia związane z ich statusem jako uczniów lub adeptów nauki. W tym czasie bardzo ważnym terminem na określenie takich osób było słowo ""bursa"" lub ""bursariusz"", które odnosiło się do studentów korzystających ze stypendiów lub utrzymujących się przy szkole."
Jakiego koloru była herbowa róża Lancasterów?,['czerwonego'],"Kontekst: W średniowiecznej Anglii dwie dynastie rywalizowały o władzę – Lancasterowie i Yorkowie, co nazwano wojną dwóch róż. Każda z tych rodów miała swój herb z charakterystyczną różą. Lancastre mieli różę o określonym, wyrazistym kolorze, który symbolizował ich rodzinę. 

Pytanie: Jakiego koloru była herbowa róża Lancasterów?"
Czyją twarz miał Stańczyk na obrazie Jana Matejki?,['Jana Matejki'],"Kontekst: Stańczyk to postać historyczna, słynny błazen na dworze królów polskich w okresie renesansu. Jan Matejko, wybitny polski malarz historyczny, namalował obraz zatytułowany ""Stańczyk"", który przedstawia tę postać z charakterystyczną, poważną twarzą. Obraz ten jest znany z tego, że twarz Stańczyka jest realistycznym portretem, co powoduje pytanie, czyja była pierwowzorem tego portretu.

Czyją twarz miał Stańczyk na obrazie Jana Matejki?"
Z którego państwa pochodzi Leonard Cohen?,['z Kanady'],"Kontekst: Leonard Cohen to słynny kanadyjski piosenkarz, poeta i pisarz. Jego twórczość bardzo silnie związana jest z kulturą i historią Kanady."
Ile osób liczy podstawowa załoga samolotu zwanego dronem?,"['zero', '0']","Kontekst: Współczesne drony wojskowe i cywilne są zdalnie sterowane i zazwyczaj nie mają na pokładzie żadnych osób. Załoga potrzebna do ich obsługi to zazwyczaj piloci i operatorzy pracujący na ziemi. W przypadku podstawowych operacji dronów, takich jak popularne drony rekreacyjne czy małe drony do monitoringu, nie wymaga się żadnej załogi na pokładzie, a jedynie jedna lub kilka osób obsługujących urządzenie z ziemi.

Pytanie: Ile osób liczy podstawowa załoga samolotu zwanego dronem?"
"Jak miała na imię panna, w której zakochał się basista z piosenki „Jesteśmy na wczasach” Wojciecha Młynarskiego?",['Krysia'],"Kontekst: Piosenka „Jesteśmy na wczasach” Wojciecha Młynarskiego opowiada o grupie muzyków podczas wakacji. W tekście piosenki basista zakochuje się w młodej dziewczynie, która jest panną. Jej imię jest wyraźnie wymienione w refrenie i zwrotkach utworu.  

Pytanie: Jak miała na imię panna, w której zakochał się basista z piosenki „Jesteśmy na wczasach” Wojciecha Młynarskiego?"
W którym państwie znajdują się góry Las Bakoński?,['na Węgrzech'],"Kontekst: Góry Las Bakoński to pasmo górskie położone w południowo-zachodniej części Węgier, niedaleko granicy z Austrią i Słowacją. Są one częścią Karpat Zachodnich i charakteryzują się bogactwem fauny i flory, stanowiąc popularny cel wycieczek turystycznych."
"Jaglana, kuskus, pęczak – to rodzaje czego?",['kaszy'],"Kontekst: Jaglana, kuskus i pęczak to produkty spożywcze pochodzące z różnych zbóż, które często wykorzystuje się w kuchni jako zdrowe składniki do przygotowywania dań obiadowych, sałatek czy kasz. Są one źródłem węglowodanów złożonych oraz błonnika, często wybierane jako alternatywa dla ryżu czy makaronu. 

Pytanie: Jaglana, kuskus, pęczak – to rodzaje czego?"
Magnetyt to ruda żelaza czy magnezu?,['żelaza'],"Kontekst: Magnetyt to minerał, który jest jednym z najważniejszych źródeł żelaza. Zawiera tlenki żelaza i jest wykorzystywany do produkcji tego pierwiastka w przemyśle hutniczym. Nie zawiera magnezu, dlatego nie jest ruda magnezu."
Jakie imiona nosili Bracia Lumière?,"['Ludwik i August', 'August i Ludwik']","Kontekst: Bracia Lumière byli pionierami kinematografii, znani przede wszystkim z wynalezienia kinematografu i stworzenia jednych z pierwszych filmów na świecie pod koniec XIX wieku. Ich imiona to Auguste i Louis."
"Jak miała na imię gąska z telewizyjnej dobranocki, która przyjaźniła się z Ptysiem?",['Balbinka'],"Kontekst: W polskiej telewizyjnej dobranocki dla dzieci zatytułowanej „Ptyś i Gucio” głównymi bohaterami były dwa przyjaciele – Ptyś, mały chłopiec, oraz jego przyjaciółka, gąska. Serial ten cieszył się dużą popularnością wśród najmłodszych widzów, a postać gąski zyskała sympatię wielu dzieci. 

Pytanie: Jak miała na imię gąska z telewizyjnej dobranocki, która przyjaźniła się z Ptysiem?"
Czy gnomon to zegar słoneczny czy duch opiekujący się kopalniami?,['zegar słoneczny'],"Kontekst: 

Gnomon jest częścią zegara słonecznego – to wystający element, który rzuca cień na tarczę, pozwalając określić godzinę na podstawie położenia słońca. Natomiast duch opiekujący się kopalniami to postać z folkloru, często nazywana „duchem kopalni” lub „gnomem” w sensie baśniowym, ale nie jest związany z zegarami słonecznymi. Dlatego w kontekście technicznym i historycznym gnomon odnosi się do części zegara słonecznego."
W delcie której rzeki w 1799 roku odnaleziono kamień z Rosetty?,['Nilu'],"Kontekst: Kamień z Rosetty to słynny artefakt odnaleziony podczas kampanii napoleońskiej w Egipcie. Został znaleziony w delcie Nilu, co umożliwiło odczytanie hieroglifów egipskich dzięki trójjęzycznemu opisowi na kamieniu."
