question,answers,context
Ile zer zawiera milion w zapisie dziesiętnym?,"['sześć', '6']",Słynna osoba lub rzecz to sześć.
W ile strun uderza młoteczek w fortepianie przy najniższych dźwiękach?,"['w jedną', '1']",Zdarzenie miało miejsce w jedną.
W którym mieście wznoszą się Petronas Towers?,['w Kuala Lumpur'],Zdarzenie miało miejsce w Kuala Lumpur.
Kto jest autorem Pomnika Czynu Powstańczego na górze św. Anny?,['Xawery Dunikowski'],Słynna osoba lub rzecz to Xawery Dunikowski.
"Jak z francuskiego nazywa się kupiec handlujący obrazami, dziełami sztuki?",['marszand'],Słynna osoba lub rzecz to marszand.
Kto jest autorem baśni „Jaś i Małgosia”?,"['bracia Grimm', 'Wilhelm i Jacob Grimm']",Słynna osoba lub rzecz to bracia Grimm.
Jak miał na imię Faraday?,['Michael'],Słynna osoba lub rzecz to Michael.
"„Człowiek – boże igrzysko”, z utworu którego pisarza pochodzi ten cytat?",['Jana Kochanowskiego'],Słynna osoba lub rzecz to Jana Kochanowskiego.
W biegu na ile metrów zdobyła medal Stanisława Walasiewiczówna w Los Angeles?,"['sto', '100']",Słynna osoba lub rzecz to sto.
Na dnie którego morza mieszkał Posejdon?,['Egejskiego'],Słynna osoba lub rzecz to Egejskiego.
Który kanał łączy Morze Śródziemne i Morze Czerwone?,['Kanał Sueski'],Słynna osoba lub rzecz to Kanał Sueski.
Po której wojnie światowej utworzono w Polsce Główny Urząd Statystyczny?,"['po I wojnie światowej', '1']",Słynna osoba lub rzecz to po I wojnie światowej.
Czy w Polsce można znaleźć turkusy?,['tak'],W literaturze Polski odpowiedź jest tak.
W wodach której rzeki Jan Chrzciciel udzielił chrztu Chrystusowi?,['Jordanu'],Słynna osoba lub rzecz to Jordanu.
Czy Pablo Picasso kiedykolwiek odwiedził Polskę?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy brylant i diament mają ten sam skład chemiczny?,['tak'],W literaturze Polski odpowiedź jest tak.
Przy Australii leży wyspa Zelandia czy Nowa Zelandia?,['Nowa Zelandia'],Słynna osoba lub rzecz to Nowa Zelandia.
LPG jest mieszaniną których dwóch gazów?,"['propanu i butanu', 'butanu i propanu']",Słynna osoba lub rzecz to propanu i butanu.
Kwadrygę woźnica prowadził stojąc czy siedząc?,['stojąc'],Słynna osoba lub rzecz to stojąc.
Który polski kompozytor jest uważany za twórcę opery narodowej?,['Stanisław Moniuszko'],Słynna osoba lub rzecz to Stanisław Moniuszko.
W której religii świętą księgą jest Tipitaka?,['w buddyzmie'],Zdarzenie miało miejsce w buddyzmie.
W którym mieście został wybudowany wieżowiec One WTC?,['w Nowym Jorku'],Zdarzenie miało miejsce w Nowym Jorku.
W którym wieku rozegrała się wojna polsko-szwedzka zwana potopem?,"['w XVII', '17']",Zdarzenie miało miejsce w XVII.
"Jak nazywała się bohaterka Pana Wołodyjowskiego, którą Zagłoba nazywał hajduczkiem?",['Basia'],Słynna osoba lub rzecz to Basia.
"Jakim zwierzęciem jest Stuart Malutki, bohater książki i kilku filmów?",['myszą'],Słynna osoba lub rzecz to myszą.
Figury z której gry widziała Alicja po drugiej stronie lustra?,['z szachów'],Słynna osoba lub rzecz to z szachów.
"Czy Zygmunt Gloger, autor „Encyklopedii staropolskiej”, etnograf i krajoznawca, żył w XX wieku?",['tak'],W literaturze Polski odpowiedź jest tak.
W którym parku narodowym znajduje się Śnieżka?,['w Karkonoskim'],Zdarzenie miało miejsce w Karkonoskim.
Jakie góry dominują w krajobrazie Chile?,['Andy'],Słynna osoba lub rzecz to Andy.
Na ile dni prezydent może wprowadzić w Polsce stan wyjątkowy?,"['dziewięćdziesiąt', '90']",Słynna osoba lub rzecz to dziewięćdziesiąt.
Gdzie w USA zginął w zamachu Robert Kennedy?,['w Los Angeles'],Zdarzenie miało miejsce w Los Angeles.
Kanclerzem którego państwa był Willy Brandt?,['RFN'],Słynna osoba lub rzecz to RFN.
Jak nazywa się flaga wskazująca przynależność państwową statku?,['bandera'],Słynna osoba lub rzecz to bandera.
Czy Kościół Katolicki zezwala na kremację?,['tak'],W literaturze Polski odpowiedź jest tak.
Mikołaj Kossak to ojciec czy dziadek Marii Pawlikowskiej-Jasnorzewskiej?,['dziadek'],Słynna osoba lub rzecz to dziadek.
Który polski król wysłuchiwał kazań Skargi?,['Zygmunt III Waza'],Słynna osoba lub rzecz to Zygmunt III Waza.
Czy acetylen jest gazem szlachetnym?,['nie'],W literaturze Polski odpowiedź jest nie.
W którym roku odbyła się bitwa pod Trafalgarem?,['w 1805'],Zdarzenie miało miejsce w 1805.
W którym państwie znajduje się Kilimandżaro?,['w Tanzanii'],Zdarzenie miało miejsce w Tanzanii.
Jakiego koloru nosiła mundury Armia Polska we Francji pod dowództwem generała Hallera?,['błękitnego'],Słynna osoba lub rzecz to błękitnego.
Jak nazywa się zdolność rośliny do zwracania się w stronę światła?,['fototropizm'],Słynna osoba lub rzecz to fototropizm.
Stolicą którego państwa jest Luanda?,['Angoli'],Słynna osoba lub rzecz to Angoli.
"Lech Wałęsa przemawiając w Kongresie USA w 1989 r. swoją mowę rozpoczął od słów: „My, naród”. Do tekstu którego dokumentu nawiązywał?","['Konstytucji Stanów Zjednoczonych', 'Konstytucji USA']",Słynna osoba lub rzecz to Konstytucji Stanów Zjednoczonych.
W którym państwie nad wybrzeżem Morza Północnego leży miasto Arnhem?,['w Holandii'],Zdarzenie miało miejsce w Holandii.
Ile lat trwał pontyfikat Benedykta XVI?,"['osiem', '8']",Słynna osoba lub rzecz to osiem.
Jakim francuskim słowem określamy zasady właściwego zachowania się w towarzystwie?,['savoir-vivre'],Słynna osoba lub rzecz to savoir-vivre.
Który rzymski cesarz miał mianować swojego konia senatorem?,['Kaligula'],Słynna osoba lub rzecz to Kaligula.
Jak miał na imię śpiewak Caruso?,['Enrico'],Słynna osoba lub rzecz to Enrico.
"Festiwal filmowy Dwa Brzegi odbywa się jednocześnie w dwóch miejscowościach na dwóch brzegach Wisły. Jedna z nich to Janowiec, a druga?",['Kazimierz Dolny'],Słynna osoba lub rzecz to Kazimierz Dolny.
Pod jakim pseudonimem występował Krzysztof Trzciński?,['Komeda'],Słynna osoba lub rzecz to Komeda.
Czy bliny to pierogi czy placki?,['placki'],Słynna osoba lub rzecz to placki.
"W którym wieku została opracowana skala Mohsa, używana do określania twardości minerałów?","['w XIX', '19']",Zdarzenie miało miejsce w XIX.
Jak nazywał się bliźniaczy brat Polluksa?,['Kastor'],Słynna osoba lub rzecz to Kastor.
Jak nazywa się świątynia prawosławna?,['cerkiew'],Słynna osoba lub rzecz to cerkiew.
Kto jest autorem poematu historycznego „Grażyna”?,['Adam Mickiewicz'],Słynna osoba lub rzecz to Adam Mickiewicz.
"Kto zapisał dla potomnych legendę o Wandzie, co nie chciała Niemca?",['Wincenty Kadłubek'],Słynna osoba lub rzecz to Wincenty Kadłubek.
Jak ma na imię tytułowa wesoła wdówka Franciszka Lehara?,['Hanna Glawari'],Słynna osoba lub rzecz to Hanna Glawari.
W którym państwie znajduje się Nowa Anglia?,"['w Stanach Zjednoczonych', 'w USA']",Zdarzenie miało miejsce w Stanach Zjednoczonych.
Do której dynastii należy panujący w Hiszpanii Juan Carlos?,['do Burbonów'],Słynna osoba lub rzecz to do Burbonów.
Na nagrobku którego pisarza pochowanego na Powązkach znajduje się napis: „serce serc”?,['Bolesława Prusa'],Słynna osoba lub rzecz to Bolesława Prusa.
Jeden dekagram ile to gramów?,"['dziesięć', '10']",Słynna osoba lub rzecz to dziesięć.
Jak nazywa się największa wyspa na Bałtyku?,['Zelandia'],Słynna osoba lub rzecz to Zelandia.
"Jak miała na imię tytułowa panna, której szaleństwa opisał Kornel Makuszyński?",['Ewa'],Słynna osoba lub rzecz to Ewa.
Na ilu wyspach położona jest Wenecja – około 50 czy na ponad stu?,['ponad stu'],Słynna osoba lub rzecz to ponad stu.
Z flotą którego państwa starła się flota japońska podczas bitwy pod Cuszimą w 1905 r.?,['Rosji'],Słynna osoba lub rzecz to Rosji.
Jak miał na imię roztargniony pan szukający swoich okularów w wierszu Juliana Tuwima?,['Hilary'],Słynna osoba lub rzecz to Hilary.
W którym województwie leży Słupsk?,['w pomorskim'],Zdarzenie miało miejsce w pomorskim.
Jak nazywa się dział geometrii poświęcony badaniu figur przestrzennych?,['stereometria'],Słynna osoba lub rzecz to stereometria.
Co po polsku znaczy łaciński zwrot „mea culpa”?,['moja wina'],Słynna osoba lub rzecz to moja wina.
Cannelloni to włoski makaron czy pizza?,['makaron'],Słynna osoba lub rzecz to makaron.
Które miasto było stolicą Generalnej Guberni?,['Kraków'],Słynna osoba lub rzecz to Kraków.
W jakich górach znajduje się szczyt Broad Peak?,['w Karakorum'],Zdarzenie miało miejsce w Karakorum.
"Jaki tytuł nosił thriller erotyczny, w którym główne role zagrali Michael Douglas i Sharon Stone?",['„Nagi instynkt”'],Słynna osoba lub rzecz to „Nagi instynkt”.
Jakie imię nosiła postać obdarowana przez Zeus puszką zawierającą wszystkie nieszczęścia?,['Pandora'],Słynna osoba lub rzecz to Pandora.
"Jak nazywał się amerykański bejsbolista, mąż Marilyn Monroe?",['Joe DiMaggio'],Słynna osoba lub rzecz to Joe DiMaggio.
Czy Stefan Żeromski otrzymał literacką nagrodę Nobla?,['nie'],W literaturze Polski odpowiedź jest nie.
Jak nazywa się autorka programu „Sprawa dla reportera”?,['Elżbieta Jaworowicz'],Słynna osoba lub rzecz to Elżbieta Jaworowicz.
Kto napisał utwór dla dzieci „Lokomotywa”?,['Julian Tuwim'],Słynna osoba lub rzecz to Julian Tuwim.
Jak nazywamy zespół muzyczny złożony z pięciu instrumentalistów?,['kwintet'],Słynna osoba lub rzecz to kwintet.
Zobaczyć... i umrzeć – o które miasto chodzi?,['Neapol'],Słynna osoba lub rzecz to Neapol.
"Anchois to francuskie określenie potrawy z ryb, ślimaków czy żabich udek?",['z ryb'],Słynna osoba lub rzecz to z ryb.
Angielski harcerz to...?,['skaut'],Słynna osoba lub rzecz to skaut.
W jakim państwie panowała Katarzyna Medycejska?,['we Francji'],Zdarzenie miało miejsce we Francji.
Ile armat miała reduta Ordona w wierszu Adama Mickiewicza?,['6 armat'],Rok wydarzenia to 6 armat.
Prezydentem którego kraju był Perón?,['Argentyny'],Słynna osoba lub rzecz to Argentyny.
Kto jest autorem obrazu „Sąd Ostateczny” znajdującego się w Gdańsku?,['Hans Memling'],Słynna osoba lub rzecz to Hans Memling.
Jak nazywa się najmniejsza z czterech głównych wysp Japonii?,['Sikoku'],Słynna osoba lub rzecz to Sikoku.
Proszę podać datę zdobycia Bastylii.,['14 lipca 1789'],Rok wydarzenia to 14 lipca 1789.
Pracownia którego greckiego boga miała znajdować się w wulkanie Etna?,['Hefajstosa'],Słynna osoba lub rzecz to Hefajstosa.
W której puszczy znajduje się Las Pamięci Powstania Styczniowego?,['w Puszczy Augustowskiej'],Zdarzenie miało miejsce w Puszczy Augustowskiej.
Czy aktor Leonardo DiCaprio zagrał rolę Romea?,['tak'],W literaturze Polski odpowiedź jest tak.
Kim był z zawodu Nostradamus?,['lekarzem'],Słynna osoba lub rzecz to lekarzem.
Jak brzmi liczebnik zbiorowy liczby 9?,['dziewięcioro'],Słynna osoba lub rzecz to dziewięcioro.
Jak ma na imię główny bohater „Kroniki wypadków miłosnych”?,"['Witek', 'Wicio']",Słynna osoba lub rzecz to Witek.
"Jak nazywa się geometryczne przekształcenie, w którym odległość pomiędzy każdą parą punktów nie ulega zmianie?",['izometria'],Słynna osoba lub rzecz to izometria.
"Jak nazywa się nakrycie głowy prawników, duchownych i profesorów?",['biret'],Słynna osoba lub rzecz to biret.
Czy alkany i parafiny to to samo?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się wyścig motocyklowy rozgrywany w trudnym terenie?,['motocross'],Słynna osoba lub rzecz to motocross.
"Jak nazywa się najmniejsza rzymska jednostka wojskowa, która liczyła początkowo 100 żołnierzy?",['centuria'],Słynna osoba lub rzecz to centuria.
Co oznacza słowo frasunek?,['zmartwienie'],Słynna osoba lub rzecz to zmartwienie.
Kto zagrał tytułową rolę w filmie „Grek Zorba”?,['Anthony Quinn'],Słynna osoba lub rzecz to Anthony Quinn.
Jaką nazwę nosi pierwiastek o symbolu Am?,['Ameryk'],Słynna osoba lub rzecz to Ameryk.
Który polski park narodowy jest najstarszy?,['Białowieski'],Słynna osoba lub rzecz to Białowieski.
Jaki łaciński termin oznacza miejsce święte?,['sacrum'],Słynna osoba lub rzecz to sacrum.
Rodzina Forresterów to bohaterowie którego serialu?,['„Moda na sukces”'],Słynna osoba lub rzecz to „Moda na sukces”.
Czy Polska Akcja Humanitarna to organizacja rządowa czy pozarządowa?,['pozarządowa'],Słynna osoba lub rzecz to pozarządowa.
"Jak nazywa się częstochowskie wzgórze, na którym stoi klasztor paulinów?",['Jasna Góra'],Słynna osoba lub rzecz to Jasna Góra.
W którym roku odbyła się ostatnia misja promu kosmicznego?,['w 2011'],Zdarzenie miało miejsce w 2011.
Hajduk to wierzchnie okrycie z Kaszub czy staropolski taniec?,['staropolski taniec'],Słynna osoba lub rzecz to staropolski taniec.
Jakie imię nosił syn Leszka Białego o przydomku Wstydliwy?,['Bolesław'],Słynna osoba lub rzecz to Bolesław.
"Na jakiej tablicy rejestracyjnej numery są na żółtym tle: zwykłej, zabytkowej czy tymczasowej?",['zabytkowej'],Słynna osoba lub rzecz to zabytkowej.
Jakim gazem był wypełniony sterowiec Hindenburg podczas słynnej katastrofy?,['wodorem'],Słynna osoba lub rzecz to wodorem.
Który utwór Adama Mickiewicza otwiera motto zaczerpnięte z „Księcia” Niccolò Machiavellego?,['„Konrada Wallenroda”'],Słynna osoba lub rzecz to „Konrada Wallenroda”.
Co szumi w harcerskiej piosence „Płonie ognisko w lesie”?,['knieje'],Słynna osoba lub rzecz to knieje.
Czy trąd to choroba przenoszona przez bakterie czy wirusy?,['przez bakterie'],Słynna osoba lub rzecz to przez bakterie.
Jak nazywał się autor zbioru bajek w 12 tomach wydanego w XVII wieku?,['Jean de La Fontaine'],Słynna osoba lub rzecz to Jean de La Fontaine.
Do jakiej zatoki uchodzi Wisła?,['do Zatoki Gdańskiej'],Słynna osoba lub rzecz to do Zatoki Gdańskiej.
Na placu czyjego imienia znajduje się w Paryżu Łuk Triumfalny?,"[""Charles'a de Gaulle'a""]",Słynna osoba lub rzecz to Charles'a de Gaulle'a.
O które wyspy rywalizują Rosja i Japonia?,['o Wyspy Kurylskie'],Słynna osoba lub rzecz to o Wyspy Kurylskie.
"Potrawa z surowych warzyw, niebielone płótno lniane, stop żelaza z węglem – to...?",['surówka'],Słynna osoba lub rzecz to surówka.
Częścią którego państwa jest prowincja Quebec?,['Kanady'],Słynna osoba lub rzecz to Kanady.
Czy zaskroniec potrafi pływać?,['tak'],W literaturze Polski odpowiedź jest tak.
"Jak nazywała się kura, która znosiła złote jajka?",['kura samograjka'],Słynna osoba lub rzecz to kura samograjka.
"Jak nazywał się jacht, na którym Teliga opłynął dookoła świat?",['Opty'],Słynna osoba lub rzecz to Opty.
Jak nazywa się zawarcie nowego związku małżeńskiego w trakcie trwania poprzedniego?,['bigamia'],Słynna osoba lub rzecz to bigamia.
Jak nazywała się dawna jednostka miary o zasięgu ramion dorosłego człowieka?,['sążeń'],Słynna osoba lub rzecz to sążeń.
Czy Europejski Trybunał Obrachunkowy to unijny sąd?,['nie'],W literaturze Polski odpowiedź jest nie.
"Ile lat żył malarz Władysław Podkowiński, autor „Szału uniesień”?",['29'],Rok wydarzenia to 29.
Jak nazywa się największy w Polsce ślimak?,['winniczek'],Słynna osoba lub rzecz to winniczek.
Którego księcia według kroniki Galla Anonima zjadły myszy?,['Popiela'],Słynna osoba lub rzecz to Popiela.
Która Ameryka (Północna czy Południowa) liczy więcej ludności?,['Północna'],Słynna osoba lub rzecz to Północna.
Gołdap leży przy granicy z którym państwem?,['z Rosją'],Słynna osoba lub rzecz to z Rosją.
Czy beatyfikacja i kanonizacja to to samo?,['nie'],W literaturze Polski odpowiedź jest nie.
Zgodnie z powiedzeniem rączki składamy w małdrzyk. A co składamy w ciup?,['buzię'],Słynna osoba lub rzecz to buzię.
Gdzie zostaje zesłany Raskolnikow po przyznaniu się do winy?,['na Syberię'],Słynna osoba lub rzecz to na Syberię.
W której wojnie domowej brał udział Ernest Hemingway?,['hiszpańskiej'],Słynna osoba lub rzecz to hiszpańskiej.
"Jak nazywa się krzywa, jaką opisuje ustalony punkt okręgu toczącego się bez poślizgu na zewnątrz innego, nieruchomego okręgu?",['epicykloida'],Słynna osoba lub rzecz to epicykloida.
Ile oczu miał cyklop?,"['jedno', '1']",Słynna osoba lub rzecz to jedno.
Jak z francuskiego nazywa się zapora na drodze budowana w trakcie walk ulicznych?,['barykada'],Słynna osoba lub rzecz to barykada.
Jak nazywa się zakład produkujący piwo?,['browar'],Słynna osoba lub rzecz to browar.
Gdzie odbył się pierwszy pokaz filmu braci Lumière?,['w Paryżu'],Zdarzenie miało miejsce w Paryżu.
Z którego kraju pochodzi sztuka walki kung-fu?,['z Chin'],Słynna osoba lub rzecz to z Chin.
111 czy 112 – która z tych liczb dzieli się przez 3?,['111'],Rok wydarzenia to 111.
W którym roku Jan III Sobieski odniósł zwycięstwo pod Wiedniem?,['w 1683'],Zdarzenie miało miejsce w 1683.
W którym wieku zawarto traktat trzech czarnych orłów?,"['w XVIII', '18']",Zdarzenie miało miejsce w XVIII.
Czy grając na marimbie używany pałeczek?,['tak'],W literaturze Polski odpowiedź jest tak.
"Jak nazywał się w „Baśniach tysiąca i jednej nocy” skarbiec, do otwarcia którego było potrzebne hasło?",['sezam'],Słynna osoba lub rzecz to sezam.
Ile kadencji sprawował urząd prezydenta George W. Bush?,"['jedną', '1']",Słynna osoba lub rzecz to jedną.
Który gaz najlepiej przewodzi ciepło?,['wodór'],Słynna osoba lub rzecz to wodór.
Na które zwierzę mówimy trusia?,['na królika'],Słynna osoba lub rzecz to na królika.
"Na którym kongresie utworzono Wolne Miasto Kraków, czyli Rzeczpospolitą Krakowską?","['wiedeńskim', 'na Kongresie Wiedeńskim', 'w Wiedniu']",Słynna osoba lub rzecz to wiedeńskim.
